repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours,availability_percent,bug_error_rate_pct,build_error_rate_pct,availability_level,bug_error_rate_level,build_error_rate_level,mtbf_level
championswimmer/Lifelog-Android-Library,2696.87,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SecUSo/privacy-friendly-dice-game,8332.14,228.91,97.2527,5,1,12,1,0.2,0.083333,2,4166.07,9725.27,0.002,0.083333,Elite,High,Low,Elite
V2Ray-Android/Actinium,7977.96,1453.4,81.7823,18,4,0,0,0.222222,0.0,4,1994.49,8178.2300000000005,0.00222222,0.0,Elite,High,Elite,Elite
DeveloperPaul123/FilePickerLibrary,3467.15,3467.15,0.0,6,11,0,0,1.833333,0.0,11,315.2,0.0,0.018333330000000002,0.0,Low,Low,Elite,High
marcoscgdev/HeaderDialog,13419.97,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SpiritCroc/Modular-Remote,35520.37,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
TASnomad/Fallon-react-native-app,986.56,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
flavioarfaria/KenBurnsView,2106.8,2106.8,0.0,4,4,0,0,1.0,0.0,4,526.7,0.0,0.01,0.0,Low,Low,Elite,High
agwells/dotdash-keyboard-android,5063.36,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
cgogolin/library,3362.65,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kaichunlin/android-transition,5783.49,4.93,99.9148,7,1,0,0,0.142857,0.0,1,5783.49,9991.48,0.00142857,0.0,Elite,High,Elite,Elite
matt-allen/repay-android,2672.73,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jtmcn/archwiki-viewer,21913.61,1459.27,93.3408,6,2,0,0,0.333333,0.0,2,10956.8,9334.08,0.00333333,0.0,Elite,High,Elite,Elite
Leakedbits/Codelabs,361.02,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
IYCI/MyClass,1503.11,1503.11,0.0,2,9,0,0,4.5,0.0,9,167.01,0.0,0.045,0.0,Low,Low,Elite,Medium
APSL/react-native-meneame,1081.83,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Mygod/Harmonizer,9585.44,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
StefanOltmann/Kaesekaestchen,3003.46,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kenumir/Pinger,27354.66,1.17,99.9957,27,1,0,0,0.037037,0.0,1,27354.66,9999.57,0.00037037,0.0,Elite,Elite,Elite,Elite
jt19056/Notey,5406.16,5406.16,0.0,2,39,0,0,19.5,0.0,39,138.62,0.0,0.195,0.0,Low,Low,Elite,Medium
honza-kasik/OlomouckyBazen,30777.31,505.52,98.3575,10,6,0,0,0.6,0.0,6,5129.55,9835.75,0.006,0.0,Elite,Medium,Elite,Elite
opticod/Opti-Movies,7997.48,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tangalbert919/nds4droid,506.17,506.17,0.0,2,1,0,0,0.5,0.0,1,506.17,0.0,0.005,0.0,Low,Medium,Elite,High
diegoponciano/biblia-ccb,4026.67,3858.95,4.1651,3,4,0,0,1.333333,0.0,4,1006.67,416.51,0.013333330000000001,0.0,Elite,Low,Elite,Elite
DarkMentat/GuitarScalesBoxes,1274.44,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
cornedor/mayhem,2725.87,2697.96,1.024,2,8,0,0,4.0,0.0,8,340.73,102.4,0.04,0.0,Elite,Low,Elite,High
pmarks-net/chromadoze,27578.67,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
KentShikama/SoundLocker,961.8,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
media3-0/AplikacjaParlament,5207.35,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
FabriceMk/android-mycv,6098.52,368.61,93.9557,3,2,0,0,0.666667,0.0,2,3049.26,9395.57,0.00666667,0.0,Elite,Medium,Elite,Elite
baz8080/folkets_android,5746.56,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
flopshot/Capstone_Project,1919.47,871.38,54.603,4,10,0,0,2.5,0.0,10,191.95,5460.3,0.025,0.0,Elite,Low,Elite,High
LudySu/LrcJaeger,23705.58,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
anwilli5/coin-collection-android-US,352.69,352.69,0.0,2,10,1991,55,5.0,0.027624,65,5.43,0.0,0.05,0.027624,Low,Low,Low,Low
nning/imgshr-android,23973.02,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
oyegorov/memorazor,835.03,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
toastkidjp/SearchWidget_Android,8932.87,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MariusVolkhart/LocalStorage,38528.25,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
gerald1248/hollows,1290.02,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kyriog/VoxPopuli-Android,15696.23,3646.91,76.7657,4,5,0,0,1.25,0.0,5,3139.25,7676.57,0.0125,0.0,Elite,Low,Elite,Elite
SimenCodes/heads-up,30405.13,10489.49,65.5009,4,21,0,0,5.25,0.0,21,1447.86,6550.09,0.0525,0.0,Elite,Low,Elite,Elite
MPieter/Notification-Analyser,320.62,320.62,0.0,4,1,0,0,0.25,0.0,1,320.62,0.0,0.0025,0.0,Low,High,Elite,High
gsantner/kimai-android,21580.81,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SebastianOltmanns/birthdays,32771.44,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
curlymorphic/involve,3607.16,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
heinrichreimer/material-drawer,13114.82,13114.82,0.0,5,21,0,0,4.2,0.0,21,624.52,0.0,0.042,0.0,Low,Low,Elite,High
wseemann/RoMote,54962.49,0.0,100.0,25,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mattstraehl/AmgiNori,38704.11,105.79,99.7267,9,1,0,0,0.111111,0.0,1,38704.11,9972.67,0.00111111,0.0,Elite,High,Elite,Elite
SvenDub/Dashboard,881.31,881.31,0.0,4,3,0,0,0.75,0.0,3,293.77,0.0,0.0075,0.0,Low,Medium,Elite,High
andremion/Villains-and-Heroes,4787.81,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
longdivision/hex,17774.96,1181.19,93.3547,9,6,0,0,0.666667,0.0,6,2962.49,9335.47,0.00666667,0.0,Elite,Medium,Elite,Elite
Lightstreamer/Lightstreamer-example-AdvStockList-client-android,7278.06,0.0,100.0,2,0,27,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
edsonduarte1990/reminders,17035.55,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dzwiedziu-nkg/biblospk,102.16,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ronaldsmartin/Material-ViewPagerIndicator,5434.11,5329.87,1.9182,6,5,0,0,0.833333,0.0,5,1086.82,191.82,0.00833333,0.0,Elite,Medium,Elite,Elite
RyuzakiKK/NoteCrypt,15115.84,0.0,100.0,4,1,0,0,0.25,0.0,1,15115.84,10000.0,0.0025,0.0,Elite,High,Elite,Elite
BeamNG/remotecontrol,196.51,196.51,0.0,3,6,0,0,2.0,0.0,6,32.75,0.0,0.02,0.0,Low,Low,Elite,Medium
mtransitapps/ca-niagara-region-transit-bus-android,46.09,0.0,100.0,2,0,131,8,0.0,0.061069,8,5.76,10000.0,0.0,0.061069,Elite,Elite,Low,Low
butzist/ActivityLauncher,27785.77,847.89,96.9485,11,6,98,13,0.545455,0.132653,19,1462.41,9694.85,0.00545455,0.132653,Elite,Medium,Low,Elite
tcolligan/MaximMaker,16290.19,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
shivnshu/AMR-System,766.5,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
flyingrub/SpeedMeter,22169.38,0.0,100.0,4,2,0,0,0.5,0.0,2,11084.69,10000.0,0.005,0.0,Elite,Medium,Elite,Elite
wmi-students/wmi-timetable-android,4339.88,883.9,79.6331,3,8,0,0,2.666667,0.0,8,542.49,7963.3099999999995,0.02666667,0.0,Elite,Low,Elite,High
erickok/borefts2015,26973.26,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ccjeng/BuddhaVoice,15030.81,0.0,100.0,14,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
42SK/TVKILL,20787.48,24.02,99.8844,10,2,0,0,0.2,0.0,2,10393.74,9988.44,0.002,0.0,Elite,High,Elite,Elite
mutualmobile/CardStackUI,1615.47,609.02,62.3008,2,3,0,0,1.5,0.0,3,538.49,6230.08,0.015,0.0,Elite,Low,Elite,High
elefher/CpuHandler,4796.14,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
fin10/MyWallpaper,22912.32,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
rpi-mobile/RPIMobile-Android,15842.67,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Bennik2000/FtApp,4438.85,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
greenfrvr/hashtag-view,16864.02,9486.41,43.7476,7,4,0,0,0.571429,0.0,4,4216.0,4374.76,0.0057142899999999995,0.0,Elite,Medium,Elite,Elite
fadelakin/vortex,2143.19,67.46,96.8522,7,2,0,0,0.285714,0.0,2,1071.59,9685.22,0.00285714,0.0,Elite,High,Elite,Elite
hgzojer/vocabletrainer,37750.93,0.0,100.0,14,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
indywidualny/Centrum.fm,5685.08,0.1,99.9983,17,1,0,0,0.058824,0.0,1,5685.08,9999.83,0.00058824,0.0,Elite,Elite,Elite,Elite
jsauve/HGMF2017,60.19,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
shubhamchaudhary/wordpowermadeeasy,13031.87,6741.69,48.2677,3,2,0,0,0.666667,0.0,2,6515.94,4826.7699999999995,0.00666667,0.0,Elite,Medium,Elite,Elite
pryds/ve,1201.57,83.78,93.0272,4,4,0,0,1.0,0.0,4,300.39,9302.72,0.01,0.0,Elite,Low,Elite,High
mtransitapps/ca-joliette-ctjm-bus-android,195.57,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
matejdro/WearVibrationCenter,52005.55,0.0,100.0,15,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
outadoc/SplatCompanion,4313.85,23.22,99.4617,12,1,0,0,0.083333,0.0,1,4313.85,9946.17,0.0008333300000000001,0.0,Elite,Elite,Elite,Elite
artemnikitin/tts-test-app,7425.01,0.0,100.0,5,2,0,0,0.4,0.0,2,3712.51,10000.0,0.004,0.0,Elite,High,Elite,Elite
mtransitapps/ca-fraser-valley-express-bus-android,46.38,0.0,100.0,2,0,132,6,0.0,0.045455,6,7.73,10000.0,0.0,0.045455,Elite,Elite,Low,Low
chrisjluc/Onesearch,218.02,0.0,100.0,5,1,0,0,0.2,0.0,1,218.02,10000.0,0.002,0.0,Elite,High,Elite,High
plusCubed/anticipate,2088.53,370.57,82.2568,7,2,0,0,0.285714,0.0,2,1044.27,8225.68,0.00285714,0.0,Elite,High,Elite,Elite
dbrant/cardboard-mpo,17.49,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ccjeng/TPTrashCan,7458.49,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
aliaksei135/FlightDutyTracker,358.05,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
adriankeenan/uob-timetable-android,17095.97,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Devlight/NavigationTabBar,3296.36,921.01,72.0598,13,9,0,0,0.692308,0.0,9,366.26,7205.98,0.006923080000000001,0.0,Elite,Medium,Elite,High
TrekDev/Xamarin.Android.Skobbler,5478.21,31.2,99.4305,3,2,0,0,0.666667,0.0,2,2739.1,9943.05,0.00666667,0.0,Elite,Medium,Elite,Elite
XFY9326/KeyBlocker,4708.34,0.0,100.0,37,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
martinmarinov/rtl_tcp_andro-,386.35,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kloener/visor-android,10450.28,10450.28,0.0,2,4,0,0,2.0,0.0,4,2612.57,0.0,0.02,0.0,Low,Low,Elite,Elite
iammck/ECalculon,283.72,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ZedTheLed/Emoji_Browser,143.78,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SumiMakito/AwesomeQRCode,12332.27,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ItsSelina/tribbble,189.66,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
xtensa/PodEmu,10722.22,5579.92,47.9593,6,6,0,0,1.0,0.0,6,1787.04,4795.93,0.01,0.0,Elite,Low,Elite,Elite
MJonesDev/Simple-Reminder-Android,196.68,196.68,0.0,2,1,0,0,0.5,0.0,1,196.68,0.0,0.005,0.0,Low,Medium,Elite,High
sreich/android-count-the-days,1.01,1.01,0.0,2,2,0,0,1.0,0.0,2,0.51,0.0,0.01,0.0,Low,Low,Elite,Low
CyberZHG/CrimsonTomato,10019.76,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MkhytarMkhoian/Shoppist,1121.26,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
trikita/talalarmo,810.13,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
andriydruk/BonjourBrowser,37280.11,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
GoneUp/Htwg_LsfPlan,573.75,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
weinshel/android-calculator,1439.7,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
randombyte-developer/SGLVertretungsplan,1753.69,1030.42,41.2427,4,2,0,0,0.5,0.0,2,876.85,4124.2699999999995,0.005,0.0,Elite,Medium,Elite,Elite
yaa110/Memento,602.33,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chdir/aria2-android,22125.7,22125.7,0.0,4,5,0,0,1.25,0.0,5,4425.14,0.0,0.0125,0.0,Low,Low,Elite,Elite
tobykurien/BatteryFu,40505.76,1227.98,96.9684,7,3,0,0,0.428571,0.0,3,13501.92,9696.84,0.00428571,0.0,Elite,High,Elite,Elite
SpiritCroc/SyncSettings,33819.72,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
leinardi/UbuntuCountdownWidget,13968.52,2.14,99.9847,5,2,13,3,0.4,0.230769,5,2793.7,9998.470000000001,0.004,0.230769,Elite,High,Low,Elite
robertmathew/KeralaAttractions,1478.22,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sean22922/CardSimulator,3530.44,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
indianpoptart/Parks-and-Recreation,11674.94,2240.77,80.807,15,1,0,0,0.066667,0.0,1,11674.94,8080.7,0.0006666700000000001,0.0,Elite,Elite,Elite,Elite
Vilbrekin/tinc_gui,14400.6,1385.87,90.3763,3,3,0,0,1.0,0.0,3,4800.2,9037.63,0.01,0.0,Elite,Low,Elite,Elite
mustafa01ali/Dev-Tiles,3243.21,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
wbrenna/GTFSOffline,67326.06,15359.86,77.1859,2,7,0,0,3.5,0.0,7,9618.01,7718.59,0.035,0.0,Elite,Low,Elite,Elite
MicMun/DeuFeiTage,44893.68,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mtransitapps/ca-lethbridge-transit-bus-android,195.45,0.0,100.0,2,0,133,4,0.0,0.030075,4,48.86,10000.0,0.0,0.030075,Elite,Elite,Low,Medium
NijzinkM/ListLock,4150.32,1214.33,70.7413,5,6,0,0,1.2,0.0,6,691.72,7074.129999999999,0.012,0.0,Elite,Low,Elite,High
badoualy/stepper-indicator,9460.22,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
vanilla-music/vanilla-music-tag-editor,32396.93,0.0,100.0,18,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
claha/movianremote,3122.32,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jagossel/MovingPolygons,3510.59,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bertilxi/DC-Android,51.47,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
deepaktwr/BitFrames,38426.51,43.84,99.8859,5,3,0,0,0.6,0.0,3,12808.84,9988.59,0.006,0.0,Elite,Medium,Elite,Elite
illusionww/gpsHub,480.82,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
akrause2014/gcrf-REAR,5758.57,0.0,100.0,16,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mtransitapps/ca-fredericton-transit-bus-android,195.69,0.0,100.0,2,0,128,4,0.0,0.03125,4,48.92,10000.0,0.0,0.03125,Elite,Elite,Low,Medium
TheNightmanCodeth/classi,62.38,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
andremion/Louvre,37222.24,27817.67,25.266,6,4,0,0,0.666667,0.0,4,9305.56,2526.6,0.00666667,0.0,Elite,Medium,Elite,Elite
avast/sms-ticket,6809.64,2250.7,66.9483,6,5,0,0,0.833333,0.0,5,1361.93,6694.83,0.00833333,0.0,Elite,Medium,Elite,Elite
christarazi/random-restaurant-generator,7164.15,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
0xbb/otp-authenticator,668.86,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
TheAndroidMaster/Metronome-Android,8038.51,30.98,99.6146,8,3,0,0,0.375,0.0,3,2679.5,9961.46,0.00375,0.0,Elite,High,Elite,Elite
czodroid/droid48sx,3409.3,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
wsv-accidis/in-sangbok,25039.6,39.31,99.843,4,2,0,0,0.5,0.0,2,12519.8,9984.300000000001,0.005,0.0,Elite,Medium,Elite,Elite
BILLyTheLiTTle/Play4Share,1089.07,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
geniusforapp/fancyDialog,1236.88,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SimonMarquis/Android-SecretCodes,21908.72,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
PedroCarrillo/Expense-Tracker-App,15737.86,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
taiko000/TAsteroids,29276.47,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chteuchteu/Blogmotion-Android,5325.49,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
StepicOrg/stepik-android,53571.04,0.0,100.0,196,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
icasdri/Mather,3559.61,3491.08,1.9253,7,4,0,0,0.571429,0.0,4,889.9,192.53,0.0057142899999999995,0.0,Elite,Medium,Elite,Elite
adithya321/Companion-for-Band,2103.88,11.03,99.4756,9,1,0,0,0.111111,0.0,1,2103.88,9947.56,0.00111111,0.0,Elite,High,Elite,Elite
Akusari/SD-Booster,2826.87,2826.87,0.0,2,4,0,0,2.0,0.0,4,706.72,0.0,0.02,0.0,Low,Low,Elite,High
SimonMarquis/FCM-toolbox,39039.33,0.0,100.0,14,0,1672,19,0.0,0.011364,19,2054.7,10000.0,0.0,0.011364,Elite,Elite,Low,Elite
m039/beacon-keeper,1652.98,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
rebus007/HeaderView,28001.75,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
robert7k/sipswitch,60790.57,5746.59,90.5469,2,1,0,0,0.5,0.0,1,60790.57,9054.689999999999,0.005,0.0,Elite,Medium,Elite,Elite
JonathanImperato/Service-Notes,195.01,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
carloscorreia94/AEISTMobileDROID,3214.9,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MrGussio/EarthInvadersGDX,3721.65,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
thermatk/HSEWifi,20677.87,1630.54,92.1146,6,4,0,0,0.666667,0.0,4,5169.47,9211.46,0.00666667,0.0,Elite,Medium,Elite,Elite
PowerInside/syncplayer,33137.34,394.46,98.8096,5,5,0,0,1.0,0.0,5,6627.47,9880.960000000001,0.01,0.0,Elite,Low,Elite,Elite
dhis2/dhis2-android-trackercapture,24350.32,24350.32,0.0,24,24,0,0,1.0,0.0,24,1014.6,0.0,0.01,0.0,Low,Low,Elite,Elite
Mygod/InvisibleWidgetPlus,10077.14,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
intxcc/OwnTrack,53.52,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
enricocid/Battery-Live,5108.76,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Raenar4k/Simple15,431.08,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
wminner/ndnMouse,484.71,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
derqurps/noefinderlein,8230.6,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bubblegumdevs/traceratops,118.59,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Iktwo/QuteLauncher,34107.51,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
pR0Ps/LocationShare,7990.06,7990.06,0.0,3,1,0,0,0.333333,0.0,1,7990.06,0.0,0.00333333,0.0,Low,High,Elite,Elite
Garthi/Running-Leaderboard,9899.42,116.26,98.8256,3,3,0,0,1.0,0.0,3,3299.81,9882.56,0.01,0.0,Elite,Low,Elite,Elite
greenfrvr/rubber-loader,2559.71,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
KonradIT/goprohero,2806.06,898.14,67.9928,20,1,0,0,0.05,0.0,1,2806.06,6799.280000000001,0.0005,0.0,Elite,Elite,Elite,Elite
M66B/XPrivacyInstaller,811.27,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
arpruss/raspberryjam-pe,713.34,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kuastw/KUAS-Wifi-Auto-Login,15377.73,0.0,100.0,20,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
subinkrishna/CircularImageView,4733.17,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
7kfpun/BitcoinReactNative,106.32,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ngageoint/anti-piracy-android-app,29571.42,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
amatskevich/CalendarOfFactory,45966.06,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
lenidh/holochron,1276.76,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ml1nk/csr-generator,13537.26,0.0,100.0,16,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jrodalo/copit,9981.66,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tomszilagyi/svhu1972,1681.04,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Manabu-GT/EtsyBlur,24160.58,1420.76,94.1195,5,2,0,0,0.4,0.0,2,12080.29,9411.95,0.004,0.0,Elite,High,Elite,Elite
poldz123/ShapeRipple,6724.77,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
